unitdid,opeid,Graduation_Rate,GR_Group_Low,GR_Group_LowToMedium,GR_Group_MediumToHigh,GR_Group_High,School_CDR,National_Average_CDR,Median_Total_Borrowing,Median_Monthly_Payment,Institution_Group
441487,03579300,88.2,0,24.1,50.1,100,25.3,13.4,9500,109.33,3
441496,03616300,57.1,0,62.5,77.6,100,33,13.4,18303,210.63,5
441502,03525300,3.5,0,24.1,50.1,100,22.4,13.4,8515,97.99,3
441511,03513400,0,0,37.3,56.7,100,12.5,13.4,9500,109.33,1
441548,03536300,89.6,0,62.5,77.6,100,12.5,13.4,6219,71.57,5
441575,03652300,77.1,0,62.5,77.6,100,40,13.4,11678,134.39,5
441584,03426400,61.1,0,62.5,77.6,100,11.9,13.4,7659,88.14,5
441593,02199300,81.5,0,62.5,77.6,100,33.3,13.4,10019,115.3,5
441609,03496300,100,0,37.3,56.7,100,,13.4,,,1
441618,03568300,84,0,62.5,77.6,100,20.6,13.4,5923,68.16,5
441627,03651300,-2,0,62.5,77.6,100,37.5,13.4,12000,138.1,5
441636,03534400,100,0,24.1,50.1,100,10.1,13.4,11471,132.01,3
441645,03626300,81.3,0,62.5,77.6,100,8.7,13.4,7917,91.11,5
441663,03642300,54.1,0,62.5,77.6,100,15,13.4,8995,103.51,5
441672,03561400,100,0,62.5,77.6,100,0,13.4,4957,57.05,5
441681,03585300,62.5,0,62.5,77.6,100,,13.4,,,5
441690,03531300,10,0,17.7,32.2,100,,13.4,,,2
441706,03608300,96.5,0,62.5,77.6,100,,13.4,,,5
441733,03595300,83.3,0,62.5,77.6,100,14.2,13.4,7600,87.46,5
441742,03542300,70.8,0,62.5,77.6,100,20.2,13.4,9500,109.33,5
441751,03556400,25,0,62.5,77.6,100,10,13.4,38304,440.8,5
441760,03627300,19,0,17.7,32.2,100,19.8,13.4,5500,63.29,2
441779,03610300,58.9,0,62.5,77.6,100,29,13.4,7002,80.58,5
441788,03573300,58.5,0,62.5,77.6,100,40,13.4,19000,218.65,5
441797,03551400,47.6,0,62.5,77.6,100,8.5,13.4,9500,109.33,5
441830,03617300,50,0,62.5,77.6,100,4.7,13.4,5990,68.93,5
441858,03654300,-2,0,24.1,50.1,100,9.6,13.4,8391,96.56,3
441876,03645400,77.1,0,62.5,77.6,100,17.1,13.4,11000,126.59,5
441894,03327500,-2,0,62.5,77.6,100,,13.4,,,5
441900,04114300,21.6,0,37.3,56.7,100,15.2,13.4,11680,134.41,1
441919,03010603,-2,0,24.1,50.1,100,21.1,13.4,13000,149.6,3
441928,03010604,36.6,0,24.1,50.1,100,21.1,13.4,13000,149.6,3
441937,03980300,53.9,0,37.3,56.7,100,6.4,13.4,14709,169.27,1
441955,10732905,25.5,0,17.7,32.2,100,34.1,13.4,16500,189.88,2
441964,00732944,29.9,0,17.7,32.2,100,34.1,13.4,16500,189.88,2
441973,02179944,39.3,0,37.3,56.7,100,13.4,13.4,9220,106.1,1
441982,03946300,96.1,0,37.3,56.7,100,0,13.4,9750,112.2,1
442000,00248402,21.4,0,24.1,50.1,100,16.8,13.4,5800,66.75,3
442037,01246105,-2,0,24.1,50.1,100,31,13.4,8611,99.1,3
442046,01246104,-2,0,24.1,50.1,100,31,13.4,8611,99.1,3
442064,03949300,-2,0,0,0,0,0,13.4,,,4
442073,01246103,68.3,0,62.5,77.6,100,31,13.4,8611,99.1,5
442134,02217108,-2,0,24.1,50.1,100,14.2,13.4,9500,109.33,3
442143,72098830,12.9,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
442152,32098829,14.1,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
442161,32098849,21.6,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
442170,42098867,14.1,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
442189,42098888,8.5,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
442204,03614300,86,0,62.5,77.6,100,,13.4,,,5
442213,03612300,-2,0,62.5,77.6,100,14.2,13.4,20350,234.19,5
442222,02179919,-2,0,37.3,56.7,100,13.4,13.4,9220,106.1,1
442231,03031403,57,0,17.7,32.2,100,26.9,13.4,14826,170.62,2
442240,02531801,76.4,0,62.5,77.6,100,20.7,13.4,11667,134.26,5
442295,03691400,-3,0,0,0,0,1.6,13.4,,,4
442310,00450702,45.2,0,24.1,50.1,100,34.9,13.4,9500,109.33,3
442329,00961802,64.9,0,62.5,77.6,100,27.8,13.4,9500,109.33,5
442338,10732927,38.3,0,17.7,32.2,100,34.1,13.4,16500,189.88,2
442347,00732955,37.1,0,17.7,32.2,100,34.1,13.4,16500,189.88,2
442356,00986300,74.4,0,17.7,32.2,100,1.5,13.4,15043,173.12,2
442365,01072751,40,0,37.3,56.7,100,24.1,13.4,19750,227.28,1
442383,01057302,54.1,0,17.7,32.2,100,10.4,13.4,8774,100.97,2
442408,02599711,53.8,0,24.1,50.1,100,25.5,13.4,19000,218.65,3
442426,02340501,96.5,0,24.1,50.1,100,33.9,13.4,9500,109.33,3
442435,02284309,76.9,0,62.5,77.6,100,0.9,13.4,4985,57.37,5
442444,02120704,59.2,0,17.7,32.2,100,18.4,13.4,16565,190.63,2
442462,00844101,63.6,0,62.5,77.6,100,13.3,13.4,8052,92.66,5
442499,03079201,47.7,0,24.1,50.1,100,19.5,13.4,15834,182.22,3
442505,02313901,52.1,0,24.1,50.1,100,24.9,13.4,17345,199.61,3
442523,04138600,23.5,0,62.5,77.6,100,0,13.4,3017,34.72,5
442569,04122300,13.3,0,37.3,56.7,100,,13.4,9500,109.33,1
442578,00464602,29.3,0,17.7,32.2,100,17.1,13.4,19000,218.65,2
442602,02100612,-2,0,24.1,50.1,100,23.5,13.4,9500,109.33,3
442611,00822104,56.6,0,62.5,77.6,100,14.3,13.4,20000,230.16,5
442620,02617506,71.3,0,62.5,77.6,100,21.7,13.4,9500,109.33,5
442639,03218301,16.7,0,37.3,56.7,100,20.2,13.4,15730,181.02,1
442648,03076404,59.9,0,62.5,77.6,100,13.7,13.4,8471,97.48,5
442657,03098705,76.6,0,62.5,77.6,100,28.1,13.4,9500,109.33,5
442684,00841701,-2,0,17.7,32.2,100,22.1,13.4,23969,275.84,2
442718,00405718,28.6,0,17.7,32.2,100,22.9,13.4,11421,131.43,2
442727,00982802,68.8,0,62.5,77.6,100,30.7,13.4,9500,109.33,5
442736,01185802,69.1,0,62.5,77.6,100,24.7,13.4,9500,109.33,5
442745,02326303,60.9,0,24.1,50.1,100,24,13.4,7834,90.15,3
442781,03784400,100,0,24.1,50.1,100,,13.4,,,3
442790,00907905,36.7,0,24.1,50.1,100,31.6,13.4,9500,109.33,3
442806,03709300,-3,0,0,0,0,0,13.4,,,4
442815,00466603,66.9,0,62.5,77.6,100,13.8,13.4,8104,93.26,5
442824,01072722,28.4,0,37.3,56.7,100,24.1,13.4,19750,227.28,1
442842,03027702,-2,0,24.1,50.1,100,6.6,13.4,10500,120.83,3
442851,03676400,73.8,0,62.5,77.6,100,41,13.4,5294,60.92,5
442879,03593300,-2,0,24.1,50.1,100,12.4,13.4,7916,91.1,3
442888,02559402,72.1,0,62.5,77.6,100,32.1,13.4,12124,139.52,5
442897,00193712,-2,0,37.3,56.7,100,10.4,13.4,17924,206.27,1
442930,03427500,-2,0,24.1,50.1,100,30.6,13.4,7293,83.93,3
442949,03668300,-2,0,37.3,56.7,100,0,13.4,41833,481.42,1
442958,03704300,80,0,62.5,77.6,100,8.3,13.4,4223,48.6,5
442967,03678300,65.3,0,62.5,77.6,100,9.6,13.4,6500,74.8,5
442976,03611300,35.2,0,62.5,77.6,100,,13.4,,,5
442985,03681300,72.8,0,62.5,77.6,100,21.9,13.4,9500,109.33,5
443021,03682400,79.6,0,62.5,77.6,100,29.5,13.4,,,5
443030,03684300,-3,0,0,0,0,0,13.4,,,4
443049,03689400,71.4,0,37.3,56.7,100,5.7,13.4,12625,145.29,1
443058,03676300,25,0,37.3,56.7,100,0,13.4,13362,153.77,1
443076,03663300,-2,0,24.1,50.1,100,7.2,13.4,,,3
443100,03452300,90.9,0,62.5,77.6,100,,13.4,,,5
443137,03588300,80.8,0,62.5,77.6,100,10.2,13.4,6598,75.93,5
443146,03680300,57.8,0,62.5,77.6,100,52.6,13.4,7500,86.31,5
443173,03643300,30.8,0,62.5,77.6,100,0,13.4,9779,112.54,5
443207,03590400,74.9,0,62.5,77.6,100,34.2,13.4,6479,74.56,5
443216,03650600,50,0,62.5,77.6,100,11.2,13.4,11813,135.94,5
443225,03650603,60,0,62.5,77.6,100,11.2,13.4,11813,135.94,5
443234,03706300,50,0,62.5,77.6,100,15.5,13.4,10472,120.51,5
443252,03661400,83.2,0,62.5,77.6,100,,13.4,,,5
443261,03555400,-2,0,62.5,77.6,100,19.7,13.4,9500,109.33,5
443270,03553300,86.2,0,24.1,50.1,100,16.2,13.4,12666,145.76,3
443289,03670300,76.8,0,62.5,77.6,100,2.5,13.4,12500,143.85,5
443298,03714300,50,0,62.5,77.6,100,60.5,13.4,9500,109.33,5
443304,03655300,100,0,62.5,77.6,100,,13.4,,,5
443322,03612400,74.6,0,62.5,77.6,100,24,13.4,7917,91.11,5
443331,03698300,80.9,0,17.7,32.2,100,5.2,13.4,21000,241.67,2
443340,03513500,100,0,37.3,56.7,100,0,13.4,16725,192.47,1
443359,03683300,56.9,0,62.5,77.6,100,19.3,13.4,9500,109.33,5
443377,02174401,68.8,0,17.7,32.2,100,9.9,13.4,18550,213.47,2
443410,03724300,54.2,0,37.3,56.7,100,5,13.4,34244,394.08,1
443429,03698400,65.5,0,62.5,77.6,100,17.9,13.4,9250,106.45,5
443438,03480301,60,0,24.1,50.1,100,17.9,13.4,7803,89.8,3
443456,42098842,8.8,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
443465,32098860,12.8,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
443474,42098827,9.9,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
443483,02316603,-2,0,62.5,77.6,100,7.1,13.4,11677,134.38,5
443492,04038500,11.8,0,17.7,32.2,100,0,13.4,8857,101.93,2
443517,01244603,52.3,0,62.5,77.6,100,0,13.4,,,5
443526,00732950,36.1,0,17.7,32.2,100,34.1,13.4,16500,189.88,2
443535,10732917,31.3,0,17.7,32.2,100,34.1,13.4,16500,189.88,2
443544,32098858,5.3,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
443553,03089702,62.4,0,62.5,77.6,100,25.5,13.4,6871,79.07,5
443571,02559403,68.1,0,62.5,77.6,100,32.1,13.4,12124,139.52,5
443605,02312203,66.4,0,62.5,77.6,100,30.5,13.4,9252,106.47,5
443623,03022601,54.5,0,17.7,32.2,100,23.9,13.4,17831,205.2,2
443632,03068201,79.8,0,62.5,77.6,100,12.1,13.4,9500,109.33,5
443641,02531802,62.8,0,62.5,77.6,100,20.7,13.4,11667,134.26,5
443650,02614203,51.5,0,17.7,32.2,100,25.2,13.4,12185,140.23,2
443669,02497309,67.9,0,62.5,77.6,100,29.7,13.4,9500,109.33,5
443678,02079400,59.6,0,62.5,77.6,100,12.1,13.4,9799,112.77,5
443687,03072702,17.9,0,37.3,56.7,100,22.6,13.4,12899,148.44,1
443696,02331304,55.6,0,62.5,77.6,100,0,13.4,2972,34.2,5
443702,03747300,-3,0,0,0,0,0,13.4,,,4
443739,02239202,-2,0,17.7,32.2,100,11.1,13.4,9500,109.33,2
443748,01112301,61.2,0,24.1,50.1,100,25.5,13.4,9500,109.33,3
443766,00145932,0,0,37.3,56.7,100,13.9,13.4,12000,138.1,1
443784,00145935,33.3,0,37.3,56.7,100,13.9,13.4,12000,138.1,1
443827,02591905,-2,0,24.1,50.1,100,26.8,13.4,8859,101.95,3
443836,00946609,-2,0,24.1,50.1,100,28.8,13.4,9177,105.61,3
443845,02266200,57,0,62.5,77.6,100,20.6,13.4,9500,109.33,5
443854,00481102,59.3,0,24.1,50.1,100,32.9,13.4,9500,109.33,3
443881,32098832,10.1,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
443890,42098869,15.4,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
443906,42098844,15,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
443924,12098848,9.7,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
443942,02319801,52,0,62.5,77.6,100,14.1,13.4,12000,138.1,5
443951,03735400,72.9,0,62.5,77.6,100,,13.4,,,5
443979,02160901,76,0,62.5,77.6,100,5.3,13.4,10180,117.15,5
443988,02075449,-3,0,0,0,0,7.1,13.4,4625,53.22,4
443997,01072755,0,0,37.3,56.7,100,24.1,13.4,19750,227.28,1
444015,01102401,51.9,0,62.5,77.6,100,30.5,13.4,9500,109.33,5
444024,02300104,68.2,0,24.1,50.1,100,25,13.4,9500,109.33,3
444033,01072749,0,0,37.3,56.7,100,24.1,13.4,19750,227.28,1
444042,02260602,24.7,0,17.7,32.2,100,27.8,13.4,3512,40.42,2
444051,03319301,85.5,0,62.5,77.6,100,8.4,13.4,7006,80.63,5
444060,00754805,58.2,0,17.7,32.2,100,23.2,13.4,22104,254.37,2
444079,03434301,45.2,0,62.5,77.6,100,20.6,13.4,8875,102.13,5
444088,02218808,-2,0,24.1,50.1,100,14.1,13.4,9500,109.33,3
444103,04118000,-3,0,0,0,0,,13.4,,,4
444121,00777704,69.8,0,24.1,50.1,100,13.1,13.4,9487,109.18,3
444130,03813300,-2,0,37.3,56.7,100,12.5,13.4,2315,26.64,1
444158,01014805,9.5,0,17.7,32.2,100,25,13.4,12194,140.33,2
444167,00467317,11.6,0,17.7,32.2,100,18.8,13.4,10120,116.46,2
444176,03771300,73.9,0,62.5,77.6,100,9.7,13.4,7600,87.46,5
444194,03758300,50,0,62.5,77.6,100,,13.4,,,5
444200,02586902,61.4,0,62.5,77.6,100,22.2,13.4,6767,77.87,5
444219,03871300,23.6,0,17.7,32.2,100,17.6,13.4,6666,76.71,2
444228,03746300,75,0,62.5,77.6,100,0,13.4,9834,113.17,5
444237,00982803,60.4,0,62.5,77.6,100,30.7,13.4,9500,109.33,5
444255,00493404,60,0,17.7,32.2,100,24.5,13.4,12634,145.39,2
444264,03785300,60.3,0,62.5,77.6,100,,13.4,,,5
444282,00966601,51.6,0,62.5,77.6,100,13,13.4,11300,130.04,5
444291,00966401,46.9,0,62.5,77.6,100,17.8,13.4,11946,137.47,5
444307,01054104,57.8,0,62.5,77.6,100,15.2,13.4,12100,139.25,5
444316,03763400,84,0,62.5,77.6,100,8.6,13.4,10160,116.92,5
444325,03740400,64.8,0,62.5,77.6,100,18.1,13.4,17298,199.07,5
444334,03757300,52,0,62.5,77.6,100,30.3,13.4,9500,109.33,5
444343,03786300,-2,0,24.1,50.1,100,25.3,13.4,6675,76.82,3
444352,03843300,62.1,0,62.5,77.6,100,,13.4,,,5
444361,03532400,-2,0,24.1,50.1,100,0,13.4,5500,63.29,3
444370,03491400,-2,0,62.5,77.6,100,31.5,13.4,5058,58.21,5
444389,03756300,-2,0,24.1,50.1,100,28.6,13.4,9500,109.33,3
444398,03733300,10.3,0,37.3,56.7,100,0,13.4,5000,57.54,1
444404,03801400,82.1,0,62.5,77.6,100,,13.4,,,5
444413,03713300,4,0,37.3,56.7,100,,13.4,,,1
444422,03804300,73.5,0,62.5,77.6,100,13.5,13.4,8082,93.01,5
444440,03783300,89.2,0,62.5,77.6,100,32.6,13.4,7917,91.11,5
444459,03708300,83.3,0,62.5,77.6,100,0,13.4,15832,182.2,5
444468,03841300,61.5,0,62.5,77.6,100,0,13.4,6406,73.72,5
444486,03777300,59,0,62.5,77.6,100,14.1,13.4,12563,144.58,5
444510,03695300,-2,0,62.5,77.6,100,0,13.4,16636,191.45,5
444529,03759300,87.7,0,62.5,77.6,100,18.1,13.4,2550,29.35,5
444556,03727600,52.5,0,62.5,77.6,100,6.6,13.4,6522,75.06,5
444565,03723300,68.6,0,17.7,32.2,100,17.8,13.4,16141,185.75,2
444574,03832300,-2,0,17.7,32.2,100,24.8,13.4,12769,146.95,2
444583,03751300,87.1,0,62.5,77.6,100,14.2,13.4,3750,43.16,5
444592,03787300,100,0,62.5,77.6,100,26.4,13.4,7500,86.31,5
444608,03822300,50,0,62.5,77.6,100,0,13.4,12000,138.1,5
444626,03649300,83.3,0,62.5,77.6,100,,13.4,,,5
444635,03776400,-2,0,62.5,77.6,100,4.1,13.4,7917,91.11,5
444644,03778300,100,0,62.5,77.6,100,3.4,13.4,9500,109.33,5
444653,03815300,100,0,62.5,77.6,100,,13.4,,,5
444662,03727500,87.3,0,62.5,77.6,100,11.9,13.4,8673,99.81,5
444671,03781400,81.7,0,62.5,77.6,100,,13.4,,,5
444680,03800400,76.2,0,62.5,77.6,100,,13.4,,,5
444699,03735300,-3,0,0,0,0,25,13.4,,,4
444705,03831300,76.3,0,62.5,77.6,100,0,13.4,8643,99.46,5
444714,03804400,-2,0,24.1,50.1,100,24.2,13.4,9500,109.33,3
444723,03534300,66.7,0,37.3,56.7,100,8.2,13.4,4750,54.66,1
444732,03552300,44.9,0,62.5,77.6,100,,13.4,,,5
444750,03519400,100,0,62.5,77.6,100,0,13.4,2968,34.16,5
444769,03763300,66.7,0,62.5,77.6,100,19.2,13.4,4354,50.11,5
444778,03827300,0,0,37.3,56.7,100,16.6,13.4,9500,109.33,1
444796,03812300,68.7,0,62.5,77.6,100,28.3,13.4,9440,108.64,5
444811,03781300,54.1,0,62.5,77.6,100,0,13.4,5782,66.54,5
444857,03829500,64.7,0,62.5,77.6,100,11.1,13.4,6536,75.22,5
444866,03746400,82.4,0,62.5,77.6,100,24.5,13.4,9470,108.98,5
444893,03750300,54.7,0,62.5,77.6,100,20.7,13.4,9300,107.02,5
444909,03607400,100,0,62.5,77.6,100,37.5,13.4,8380,96.44,5
444927,04051306,0,0,37.3,56.7,100,26.3,13.4,12668,145.78,1
444936,03814300,72.2,0,62.5,77.6,100,28.5,13.4,9500,109.33,5
444945,03789300,50.6,0,62.5,77.6,100,19.4,13.4,3804,43.78,5
444954,04041400,8.1,0,17.7,32.2,100,24.9,13.4,7158,82.37,2
444972,03304301,52.9,0,62.5,77.6,100,33.3,13.4,9500,109.33,5
444990,00789301,-2,0,37.3,56.7,100,3.9,13.4,17500,201.39,1
445018,04038600,9,0,17.7,32.2,100,23,13.4,8000,92.06,2
445027,02113600,27.6,0,17.7,32.2,100,27.4,13.4,12517,144.05,2
445072,03079202,20,0,37.3,56.7,100,19.5,13.4,15834,182.22,1
445081,00732936,17.5,0,17.7,32.2,100,34.1,13.4,16500,189.88,2
445090,03010607,95.2,0,24.1,50.1,100,21.1,13.4,13000,149.6,3
445115,02616703,60.4,0,17.7,32.2,100,26.4,13.4,12772,146.98,2
445124,02160303,36.5,0,37.3,56.7,100,28.6,13.4,21000,241.67,1
445133,02113610,13.8,0,37.3,56.7,100,27.4,13.4,12517,144.05,1
445142,02116012,58.8,0,24.1,50.1,100,28.4,13.4,9500,109.33,3
445188,04127100,58.2,0,37.3,56.7,100,2,13.4,13000,149.6,1
445197,02298501,59,0,24.1,50.1,100,30,13.4,9500,109.33,3
445203,03026501,59,0,24.1,50.1,100,15,13.4,9385,108,3
445212,02531803,73.7,0,62.5,77.6,100,20.7,13.4,11667,134.26,5
445221,01049002,43.9,0,62.5,77.6,100,8,13.4,9500,109.33,5
445230,02217109,-2,0,24.1,50.1,100,14.2,13.4,9500,109.33,3
445249,02605504,57.8,0,24.1,50.1,100,15.9,13.4,9487,109.18,3
445258,02306804,-2,0,17.7,32.2,100,25.7,13.4,9500,109.33,2
445276,02313902,38.1,0,17.7,32.2,100,24.9,13.4,17345,199.61,2
445300,42098802,16.7,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
445319,32098884,6.8,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
445328,00946610,-2,0,24.1,50.1,100,28.8,13.4,9177,105.61,3
445337,03272301,-2,0,24.1,50.1,100,28.7,13.4,8859,101.95,3
445346,03115804,-2,0,24.1,50.1,100,29,13.4,9095,104.67,3
445355,00974808,-2,0,24.1,50.1,100,25.6,13.4,12000,138.1,3
445364,01287201,66.3,0,62.5,77.6,100,5.6,13.4,5350,61.57,5
445373,00809002,64.3,0,62.5,77.6,100,28.6,13.4,9500,109.33,5
445382,01035602,52,0,62.5,77.6,100,29.5,13.4,9500,109.33,5
445391,32098862,4.9,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
445407,01072767,50,0,37.3,56.7,100,24.1,13.4,19750,227.28,1
445416,00458610,37.6,0,17.7,32.2,100,25.9,13.4,15834,182.22,2
445434,00153409,38.3,0,24.1,50.1,100,28.1,13.4,9500,109.33,3
445452,00915706,-2,0,24.1,50.1,100,19.2,13.4,11771,135.46,3
445461,02606202,59.3,0,62.5,77.6,100,37,13.4,9500,109.33,5
445470,00450301,51.9,0,24.1,50.1,100,28,13.4,9500,109.33,3
445489,00887401,12.5,0,62.5,77.6,100,26.9,13.4,8132,93.58,5
445498,03800300,81.5,0,62.5,77.6,100,,13.4,,,5
445504,00972200,35.1,0,62.5,77.6,100,14.2,13.4,10194,117.31,5
445531,02538501,34.2,0,62.5,77.6,100,33.3,13.4,5050,58.12,5
445540,02538502,59.6,0,62.5,77.6,100,33.3,13.4,5050,58.12,5
445559,02599712,72.7,0,24.1,50.1,100,25.5,13.4,19000,218.65,3
445577,01085102,69.6,0,62.5,77.6,100,10.9,13.4,7793,89.68,5
445601,03076405,-2,0,24.1,50.1,100,13.7,13.4,8471,97.48,3
445610,02263106,-2,0,24.1,50.1,100,8.8,13.4,8055,92.7,3
445638,02104402,80,0,62.5,77.6,100,16.3,13.4,6861,78.96,5
445647,02104403,85.7,0,62.5,77.6,100,16.3,13.4,6861,78.96,5
445656,02104404,73.2,0,62.5,77.6,100,16.3,13.4,6861,78.96,5
445665,02248203,38.6,0,62.5,77.6,100,41.5,13.4,9500,109.33,5
445674,04047300,31,0,17.7,32.2,100,27,13.4,7886,90.75,2
445683,02108801,16.9,0,62.5,77.6,100,18.2,13.4,9500,109.33,5
445692,01009800,82.7,0,37.3,56.7,100,10.1,13.4,34757,399.98,1
445708,00340410,52.1,0,17.7,32.2,100,13.5,13.4,24941,287.02,2
445717,32098802,21.6,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
445726,02609203,46.4,0,24.1,50.1,100,25,13.4,19073,219.49,3
445735,04065300,-2,0,37.3,56.7,100,1.5,13.4,27692,318.68,1
445744,03480302,72,0,62.5,77.6,100,17.9,13.4,7803,89.8,5
445753,02326306,66.5,0,24.1,50.1,100,24,13.4,7834,90.15,3
445762,03883400,66.1,0,24.1,50.1,100,24.4,13.4,13083,150.56,3
445771,01151002,69.9,0,62.5,77.6,100,28.1,13.4,9500,109.33,5
445780,03832400,87.2,0,62.5,77.6,100,21,13.4,13000,149.6,5
445799,02362002,55.7,0,62.5,77.6,100,16.4,13.4,17632,202.91,5
445814,02611004,-2,0,17.7,32.2,100,20.9,13.4,11300,130.04,2
445832,01005701,38.5,0,62.5,77.6,100,35.8,13.4,8998,103.55,5
445841,02341103,65.1,0,62.5,77.6,100,7,13.4,8625,99.26,5
445850,02341104,54.7,0,62.5,77.6,100,7,13.4,8625,99.26,5
445869,03872400,-2,0,0,0,0,0,13.4,,,4
445896,01083603,61.1,0,62.5,77.6,100,13.4,13.4,12285,141.38,5
445911,00730303,59.2,0,62.5,77.6,100,24,13.4,12809,147.41,5
445920,00464604,38.9,0,17.7,32.2,100,17.1,13.4,19000,218.65,2
445939,00464603,31.1,0,17.7,32.2,100,17.1,13.4,19000,218.65,2
445948,03838500,50,0,62.5,77.6,100,27,13.4,7917,91.11,5
445957,03891300,-2,0,62.5,77.6,100,34.4,13.4,7916,91.1,5
445984,03849300,53.8,0,62.5,77.6,100,,13.4,,,5
445993,03927300,60,0,62.5,77.6,100,26.5,13.4,6266,72.11,5
446002,03833300,-2,0,0,0,0,0,13.4,10333,118.91,4
446039,03695500,-2,0,0,0,0,11.1,13.4,,,4
446048,03941300,40.5,0,37.3,56.7,100,18.2,13.4,15000,172.62,1
446057,03925300,66.7,0,62.5,77.6,100,12.1,13.4,8861,101.97,5
446075,03930300,70.4,0,62.5,77.6,100,14.2,13.4,4602,52.96,5
446084,03914300,-2,0,62.5,77.6,100,7.6,13.4,7183,82.66,5
446093,03874300,-2,0,24.1,50.1,100,4,13.4,9500,109.33,3
446109,03842500,75.8,0,62.5,77.6,100,35,13.4,6669,76.75,5
446118,03797400,72,0,62.5,77.6,100,26.1,13.4,7600,87.46,5
446127,04038303,-2,0,24.1,50.1,100,24.1,13.4,13583,156.31,3
446136,03915300,-2,0,62.5,77.6,100,16.1,13.4,9500,109.33,5
446145,03928300,87.5,0,62.5,77.6,100,17.6,13.4,6333,72.88,5
446163,03874400,10.3,0,17.7,32.2,100,38.8,13.4,3500,40.28,2
446190,03912300,78.9,0,62.5,77.6,100,35.7,13.4,8759,100.8,5
446206,03876300,23.1,0,62.5,77.6,100,20,13.4,6150,70.77,5
446215,03848300,94.3,0,62.5,77.6,100,0,13.4,4404,50.68,5
446224,03811300,-2,0,62.5,77.6,100,6.2,13.4,18000,207.14,5
446233,03855300,38.5,0,37.3,56.7,100,24,13.4,6675,76.82,1
446242,03885300,31.7,0,62.5,77.6,100,30,13.4,6900,79.41,5
446251,03881400,-2,0,62.5,77.6,100,5.6,13.4,4522,52.04,5
446260,03917300,76.6,0,62.5,77.6,100,1.6,13.4,6332,72.87,5
446288,03907300,67.6,0,62.5,77.6,100,33.9,13.4,9833,113.16,5
446303,03803300,83.3,0,62.5,77.6,100,28,13.4,5286,60.83,5
446321,03819400,-2,0,62.5,77.6,100,17.7,13.4,6333,72.88,5
446349,03734300,85.7,0,62.5,77.6,100,9,13.4,9500,109.33,5
446358,03853400,91.7,0,62.5,77.6,100,14.2,13.4,5999,69.04,5
446385,03868400,28.6,0,17.7,32.2,100,5,13.4,10892,125.35,2
446394,03822400,-2,0,0,0,0,,13.4,,,4
446400,03875300,58.4,0,62.5,77.6,100,33.7,13.4,9500,109.33,5
446419,03882301,93,0,62.5,77.6,100,,13.4,,,5
446428,03625300,93.8,0,62.5,77.6,100,0,13.4,5659,65.12,5
446437,03901300,58.9,0,62.5,77.6,100,45.6,13.4,3538,40.72,5
446446,03939400,32.1,0,24.1,50.1,100,34.2,13.4,14750,169.74,3
446455,03923300,88.9,0,62.5,77.6,100,18.7,13.4,5938,68.33,5
446464,03878300,74.7,0,62.5,77.6,100,,13.4,9500,109.33,5
446491,03886300,54.5,0,62.5,77.6,100,,13.4,,,5
446507,03902300,100,0,62.5,77.6,100,27.7,13.4,7184,82.67,5
446516,03638300,41.7,0,62.5,77.6,100,,13.4,,,5
446525,03830300,80.6,0,62.5,77.6,100,31.1,13.4,9500,109.33,5
446534,03916300,62.5,0,62.5,77.6,100,34.6,13.4,9498,109.3,5
446543,03774400,83.3,0,62.5,77.6,100,,13.4,,,5
446552,03903500,-2,0,17.7,32.2,100,28.5,13.4,17500,201.39,2
446561,03889300,-2,0,24.1,50.1,100,0,13.4,18250,210.02,3
446570,03768400,81.8,0,62.5,77.6,100,16.6,13.4,5675,65.31,5
446589,03856300,87.5,0,62.5,77.6,100,14.4,13.4,3000,34.52,5
446598,03821400,86.4,0,24.1,50.1,100,31.8,13.4,11155,128.37,3
446604,03802300,56,0,37.3,56.7,100,,13.4,,,1
446613,03856400,9.1,0,37.3,56.7,100,5.8,13.4,17131,197.14,1
446640,03948300,9.1,0,37.3,56.7,100,19.3,13.4,11687,134.49,1
446668,01258406,40,0,17.7,32.2,100,18.7,13.4,19751,227.3,2
446677,00367405,37.2,0,17.7,32.2,100,24.7,13.4,15741,181.15,2
446701,52098801,0,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
446710,32098895,10.9,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
